"","logID","fightID","sourceID","boss.x","rank_boss.x","Horde","PI","Salv","Vate","Wild Magic","Flm. Cap","Hotstreak","Speed","IB","BoP","Evo","FM","Tricks","Tenti","Bomb","Sapp","cs","Tailor","character_name","class","spec","dps","duration","duration_s","fightStartTime","logStartTime","boss.y","rank_boss.y","cat_ranking","gameID","server"
"768","WBtfhgZ7aJPz3yKc",20,24,"The Northrend Beasts",289,4,4,0,0,2,1,60,0,2,0,2,7,0,0,0,7,0,0,"弱水鹰法","Mage","Fire",12223.13168344,222750,222.75,1694184916072,1694179309322,"The Northrend Beasts",289,"200-500",6760919,"古雷曼格"
"769","WBtfhgZ7aJPz3yKc",27,24,"Twin Val'kyr",25,2,0,0,0,3,0,41,0,0,0,0,6,0,0,0,6,0,0,"弱水鹰法","Mage","Fire",20212.118131449,98365,98.365,1694186704688,1694179309322,"Twin Val'kyr",25,"Top-100",6760919,"古雷曼格"
"770","WBtfhgZ7aJPz3yKc",27,25,"Twin Val'kyr",286,2,0,0,0,0,0,33,3,0,0,0,6,0,0,0,0,0,0,"叶丶风","Mage","Fire",18832.69455599,98365,98.365,1694186704688,1694179309322,"Twin Val'kyr",286,"200-500",3629254,"古雷曼格"
"771","WBtfhgZ7aJPz3yKc",37,16,"Anub'arak",20,2,0,0,0,3,0,53,0,2,0,0,6,0,0,0,6,6,0,"无月","Mage","Fire",15333.200328247,132827,132.827,1694190101789,1694179309322,"Anub'arak",20,"Top-100",3520516,"古雷曼格"
"772","WBtfhgZ7aJPz3yKc",37,24,"Anub'arak",62,2,0,0,0,1,0,53,0,2,0,0,5,0,0,0,5,0,0,"弱水鹰法","Mage","Fire",14473.623585566,132827,132.827,1694190101789,1694179309322,"Anub'arak",62,"Top-100",6760919,"古雷曼格"
"773","WBtfhgZ7aJPz3yKc",37,25,"Anub'arak",77,2,0,0,0,2,0,60,1,0,0,0,5,0,0,0,5,0,0,"叶丶风","Mage","Fire",14334.984604034,132827,132.827,1694190101789,1694179309322,"Anub'arak",77,"Top-100",3629254,"古雷曼格"
"774","WJD27CP9nAXqjGYv",2,8,"The Northrend Beasts",267,4,4,0,0,0,1,73,2,2,0,2,7,0,0,7,7,0,1,"Jonkka","Mage","Fire",12258.534351374,292452,292.452,1692898760202,1692898343321,"The Northrend Beasts",267,"200-500",49891781,"Golemagg"
"775","WJrBpjKc2n3gzTXh",14,12,"The Northrend Beasts",9,2,0,0,0,0,1,58,2,2,0,2,5,0,0,0,0,0,0,"Bornloser","Mage","Fire",13750.744574829,199485,199.485,1694108934673,1694105767349,"The Northrend Beasts",9,"Top-100",80970701,"Gehennas"
"776","WJrBpjKc2n3gzTXh",14,14,"The Northrend Beasts",90,2,0,0,0,0,1,56,2,2,0,0,4,0,0,0,4,0,0,"Thommage","Mage","Fire",12722.476654627,199485,199.485,1694108934673,1694105767349,"The Northrend Beasts",90,"Top-100",71162842,"Gehennas"
"777","WJrBpjKc2n3gzTXh",19,14,"Faction Champions",233,2,0,0,0,2,0,113,0,0,0,0,5,0,0,0,0,5,0,"Thommage","Mage","Fire",14954.883346742,124300,124.3,1694110577898,1694105767349,"Faction Champions",233,"200-500",71162842,"Gehennas"
"778","WJrBpjKc2n3gzTXh",28,12,"Twin Val'kyr",102,2,0,0,0,1,0,37,2,0,0,0,5,0,0,0,0,0,0,"Bornloser","Mage","Fire",19450.279616233,97455,97.455,1694113051293,1694105767349,"Twin Val'kyr",102,"200-500",80970701,"Gehennas"
"779","WJrBpjKc2n3gzTXh",34,12,"Anub'arak",187,2,0,0,0,1,0,41,2,2,0,0,5,0,0,0,5,0,0,"Bornloser","Mage","Fire",13620.834600318,111814,111.814,1694116149804,1694105767349,"Anub'arak",187,"200-500",80970701,"Gehennas"
"780","WJrBpjKc2n3gzTXh",34,14,"Anub'arak",162,2,0,0,0,1,0,48,2,0,0,0,5,0,0,0,0,0,0,"Thommage","Mage","Fire",13752.463913285,111814,111.814,1694116149804,1694105767349,"Anub'arak",162,"200-500",71162842,"Gehennas"
"781","WK98wpDdQJGXCqFn",5,20,"Faction Champions",136,2,0,0,0,0,0,149,0,0,2,0,5,0,0,0,0,0,0,"Pyroxizt","Mage","Fire",15490.361445783,139440,139.44,1691175611040,1691174440682,"Faction Champions",136,"200-500",79605990,"Gehennas"
"782","WK98wpDdQJGXCqFn",5,21,"Faction Champions",23,2,0,0,0,2,0,162,0,0,0,0,5,0,0,5,0,0,0,"Qwazymagi","Mage","Fire",17270.840504877,139440,139.44,1691175611040,1691174440682,"Faction Champions",23,"Top-100",57609033,"Gehennas"
"783","WK98wpDdQJGXCqFn",8,20,"Anub'arak",198,2,0,0,0,1,0,56,2,0,0,0,5,0,0,0,0,0,0,"Pyroxizt","Mage","Fire",13565.849171005,143487,143.487,1691180109159,1691174440682,"Anub'arak",198,"200-500",79605990,"Gehennas"
"784","WK98wpDdQJGXCqFn",8,21,"Anub'arak",47,2,0,0,0,3,0,63,0,0,0,0,6,0,0,0,6,0,0,"Qwazymagi","Mage","Fire",14733.599559542,143487,143.487,1691180109159,1691174440682,"Anub'arak",47,"Top-100",57609033,"Gehennas"
"785","WKX6BJFYd2H93TLN",6,42,"Twin Val'kyr",83,2,2,0,0,0,0,52,3,0,0,0,6,0,0,6,6,0,1,"Cowslapping","Mage","Fire",19573.677352888,132008,132.008,1692151292439,1692150106301,"Twin Val'kyr",83,"Top-100",62161757,"Whitemane"
"786","WLRaGnjcfrMdwmhY",5,30,"Lord Jaraxxus",102,2,0,0,2,3,0,38,0,0,0,0,6,0,0,0,6,0,0,"阳气挑灯","Mage","Fire",19284.902033338,110803,110.803,1694176938754,1694174402333,"Lord Jaraxxus",102,"200-500",2055735,"伊弗斯"
"787","WLhPMGaCmknHpA9v",17,19,"Twin Val'kyr",93,2,1,0,0,2,0,45,2,0,0,0,5,0,0,5,0,0,0,"无敌小可爱丶","Mage","Fire",19509.64328225,107536,107.536,1693833309324,1693824401397,"Twin Val'kyr",93,"Top-100",6801498,"伊弗斯"
"788","WQHpmY2PJNjT6Gkq",21,47,"Twin Val'kyr",127,2,2,0,0,1,0,43,2,0,0,0,5,0,0,0,5,0,0,"Ocaso","Mage","Fire",19306.334203983,111411,111.411,1694008434855,1694001087660,"Twin Val'kyr",127,"200-500",61555812,"Whitemane"
"789","WRrKQHxZfvjAd6qb",3,32,"Lord Jaraxxus",25,2,2,2,2,1,0,49,2,0,0,0,0,0,0,0,0,0,0,"Narki","Mage","Fire",20645.685113144,171198,171.198,1693448320390,1693446636526,"Lord Jaraxxus",25,"Top-100",51521360,"Mankrik"
"790","WTqQ9MfrAyd8Ngwc",19,11,"Anub'arak",203,2,0,0,0,1,0,55,2,0,0,0,5,0,0,0,0,0,0,"不似少年游吖","Mage","Fire",13553.190529537,133003,133.003,1692539364108,1692535460054,"Anub'arak",203,"200-500",3868847,"阿拉希盆地"
"791","WTqQ9MfrAyd8Ngwc",19,12,"Anub'arak",73,2,0,0,0,4,0,63,0,0,0,0,7,0,0,0,0,0,0,"无精丶","Mage","Fire",14396.742930611,133003,133.003,1692539364108,1692535460054,"Anub'arak",73,"Top-100",2270279,"阿拉希盆地"
"792","WVj9Xpwcaf8JACnm",1,15,"Anub'arak",87,2,2,0,0,3,0,46,0,2,0,0,6,0,0,6,6,0,0,"谷鸽","Mage","Fire",14281.615558307,137290,137.29,1692285387624,1692285387624,"Anub'arak",87,"Top-100",1784758,"阿拉希盆地"
"793","WajLdzC6MYAbm91R",3,21,"Lord Jaraxxus",286,2,2,2,0,1,0,35,2,0,0,0,5,0,5,5,0,0,1,"Hypedbald","Mage","Fire",18381.27299455,123127,123.127,1692752317089,1692751900699,"Lord Jaraxxus",286,"200-500",83356231,"Faerlina"
"794","WbZYt2n4GNPcp9DB",5,37,"Faction Champions",200,2,0,0,0,0,1,176,0,0,0,0,5,0,0,0,0,5,1,"Prebatoni","Mage","Fire",15083.210951568,192703,192.703,1692724482494,1692721969335,"Faction Champions",200,"200-500",50622515,"Golemagg"
"795","WmBczkrPK1htFg92",24,15,"Twin Val'kyr",202,2,0,0,0,1,0,38,0,0,0,0,5,0,0,0,0,0,0,"门老大","Mage","Fire",19043.429823071,105918,105.918,1693837792544,1693829578542,"Twin Val'kyr",202,"200-500",2530705,"阿拉希盆地"
"796","WmBczkrPK1htFg92",39,8,"Anub'arak",247,2,0,0,0,1,0,47,1,0,0,0,5,0,0,0,5,0,0,"皆凡尘","Mage","Fire",13341.025481375,128486,128.486,1693842372615,1693829578542,"Anub'arak",247,"200-500",4343763,"阿拉希盆地"
"797","WmBczkrPK1htFg92",39,15,"Anub'arak",78,2,0,0,0,1,0,46,0,0,0,0,5,0,0,0,5,0,0,"门老大","Mage","Fire",14334.230966798,128486,128.486,1693842372615,1693829578542,"Anub'arak",78,"Top-100",2530705,"阿拉希盆地"
"798","WrXJcCg1jnwBTM6Q",2,2,"The Northrend Beasts",151,4,0,0,0,2,1,66,0,2,2,2,6,0,0,0,6,0,1,"Aneaz","Mage","Fire",12496.179332969,253680,253.68,1694024904124,1694024892865,"The Northrend Beasts",151,"200-500",70709947,"Venoxis"
"799","Wrgyx9MpVNB8FAwt",24,13,"Lord Jaraxxus",107,2,0,0,0,3,0,29,0,0,0,0,6,0,0,0,0,0,0,"交流反抗","Mage","Fire",19221.808857809,107250,107.25,1694090776381,1694084507957,"Lord Jaraxxus",107,"200-500",3241631,"逐風者"
"800","WwTpnjN37yHPL2zt",26,10,"Twin Val'kyr",280,2,2,0,0,0,0,56,3,0,0,0,6,0,0,0,6,0,0,"Gunnertwo","Mage","Fire",18851.18127622,131341,131.341,1694312064696,1694307693935,"Twin Val'kyr",280,"200-500",62449097,"Whitemane"
"801","WwanvkhxZ8m7XB1R",57,20,"Anub'arak",116,2,2,0,0,3,0,44,0,0,0,0,0,0,0,0,6,0,0,"晴天小法","Mage","Fire",14042.019568873,130820,130.82,1691774271409,1691758526505,"Anub'arak",116,"200-500",2385497,"逐風者"
"802","WyYgDVkq8HJp4G6L",2,18,"The Northrend Beasts",261,4,0,0,0,0,1,74,0,2,0,2,6,0,0,0,0,0,0,"Pewmew","Mage","Fire",12270.494104436,261080,261.08,1694111660987,1694111649724,"The Northrend Beasts",261,"200-500",60603234,"Gehennas"
"803","WyYgDVkq8HJp4G6L",5,18,"Faction Champions",105,2,0,0,0,3,0,164,0,0,2,0,6,0,0,0,0,6,0,"Pewmew","Mage","Fire",15693.180910657,175302,175.302,1694112247388,1694111649724,"Faction Champions",105,"200-500",60603234,"Gehennas"
"804","WyYgDVkq8HJp4G6L",6,17,"Twin Val'kyr",107,2,0,0,0,1,0,47,2,0,0,0,5,0,0,0,0,0,0,"Premoxx","Mage","Fire",19406.007784172,120244,120.244,1694112516170,1694111649724,"Twin Val'kyr",107,"200-500",60932903,"Gehennas"
"805","WyYgDVkq8HJp4G6L",6,18,"Twin Val'kyr",150,2,0,0,0,2,0,43,1,0,0,0,5,0,0,0,0,0,0,"Pewmew","Mage","Fire",19213.332889791,120244,120.244,1694112516170,1694111649724,"Twin Val'kyr",150,"200-500",60603234,"Gehennas"
"806","X4Q1cmZ98WyV2dwj",2,26,"The Northrend Beasts",276,4,0,0,0,2,0,70,0,0,2,2,7,0,0,0,0,0,0,"老寒","Mage","Fire",12251.471987936,268550,268.55,1694086353760,1694086279178,"The Northrend Beasts",276,"200-500",2212711,"阿拉希盆地"
"807","X7DQTmtNbqrv3jfB",2,8,"The Northrend Beasts",239,4,4,0,0,0,0,61,2,2,0,2,7,0,0,7,7,0,1,"Makea","Mage","Fire",12306.801085542,232285,232.285,1693848981946,1693848947639,"The Northrend Beasts",239,"200-500",5175834,"Gehennas"
"808","X8dcJBb6WhypVLGY",3,5,"Lord Jaraxxus",14,2,2,4,2,2,0,33,0,0,0,0,7,0,0,7,7,0,1,"Fojji","Mage","Fire",21449.619398185,111928,111.928,1692292636775,1692292268837,"Lord Jaraxxus",14,"Top-100",81928551,"Gehennas"
"809","X8dcJBb6WhypVLGY",5,5,"Faction Champions",48,2,2,0,0,3,0,136,0,0,2,0,6,0,0,0,0,6,0,"Fojji","Mage","Fire",16498.470036137,140853,140.853,1692292851100,1692292268837,"Faction Champions",48,"Top-100",81928551,"Gehennas"
"810","XCcnFB6wxrWMj8fK",6,19,"Twin Val'kyr",294,0,2,0,0,0,0,48,3,0,0,0,6,0,0,0,6,0,1,"Fxe","Mage","Fire",18815.630214621,130043,130.043,1692937514770,1692936444252,"Twin Val'kyr",294,"200-500",60825596,"Benediction"
"811","XGbpJhdWkx2Q9arK",2,41,"The Northrend Beasts",81,4,6,0,0,0,1,79,2,2,2,2,9,0,0,0,0,0,1,"Skuggwp","Mage","Fire",12739.570796668,282158,282.158,1692207428663,1692205838806,"The Northrend Beasts",81,"Top-100",81606995,"Venoxis"
"812","XKfqgBct27DQPMhz",2,20,"The Northrend Beasts",138,4,0,0,0,0,0,70,2,2,0,2,7,0,0,0,0,0,1,"Lulje","Mage","Fire",12520.712475828,265846,265.846,1694196932849,1694196921518,"The Northrend Beasts",138,"200-500",79241943,"Venoxis"
"813","XNxLYWqAzpB2DgG1",9,18,"Twin Val'kyr",149,2,2,2,0,0,0,53,3,0,0,0,6,0,0,6,0,0,0,"Dysetherium","Mage","Fire",19216.919805359,132141,132.141,1694613766587,1694612414386,"Twin Val'kyr",149,"200-500",67342568,"Gehennas"
"814","XPg8RCjWAFY3nQLv",5,11,"Faction Champions",199,0,0,0,0,2,0,170,0,0,0,0,5,0,0,0,0,0,0,"Sinxx","Mage","Fire",15094.093478948,170862,170.862,1694028320923,1694027356647,"Faction Champions",199,"200-500",70275649,"Lakeshire"
"815","XPg8RCjWAFY3nQLv",5,19,"Faction Champions",196,0,0,0,0,1,0,191,0,0,2,0,5,0,0,0,0,0,0,"Cleó","Mage","Fire",15126.675328628,170862,170.862,1694028320923,1694027356647,"Faction Champions",196,"200-500",71030969,"Lakeshire"
"816","XaLqynR6hr82pC9v",5,23,"Faction Champions",2,2,0,0,0,0,0,141,1,0,0,0,5,0,0,0,0,0,1,"Od","Mage","Fire",18465.177791248,127031,127.031,1692237883270,1692237198891,"Faction Champions",2,"Top-100",79581983,"Faerlina"
"817","Xam8f9bZJt6Rpn4D",3,28,"Lord Jaraxxus",185,0,2,0,2,0,0,42,3,0,0,0,6,0,0,0,0,0,1,"Ginnyx","Mage","Fire",18751.818018986,139575,139.575,1692553714407,1692552429532,"Lord Jaraxxus",185,"200-500",53156309,"Everlook"
"818","Xc6Kqnd1pwN7hvfJ",6,35,"Twin Val'kyr",186,2,2,2,0,0,0,49,3,0,0,0,6,0,0,6,6,0,0,"Бёзе","Mage","Fire",19093.158563499,134577,134.577,1694024972796,1694023677788,"Twin Val'kyr",186,"200-500",70127925,"Пламегор"
"819","Xm6W183v9CjhrABx",25,28,"Faction Champions",243,0,0,0,0,0,0,120,3,0,0,0,5,0,0,0,0,5,0,"Guuble","Mage","Fire",14904.551648951,146760,146.76,1690991541483,1690987641992,"Faction Champions",243,"200-500",69058738,"Firemaw"
"820","XrZ8HcgRmPp3zBaF",3,17,"Lord Jaraxxus",261,2,3,3,0,3,0,48,0,0,0,0,7,0,0,0,0,0,0,"丶炎帝","Mage","Fire",18447.927805743,153364,153.364,1691841790777,1691840057544,"Lord Jaraxxus",261,"200-500",3546247,"伊弗斯"
"821","XtRJYL8jQhNB2fCA",2,10,"Anub'arak",112,2,0,0,0,0,1,60,0,0,0,0,5,0,0,0,5,0,0,"天川千夏","Mage","Fire",14060.752885921,141376,141.376,1692895709495,1692895202257,"Anub'arak",112,"200-500",4023325,"阿拉希盆地"
"822","XxHhzr4LfmTk3BGg",3,29,"Lord Jaraxxus",141,0,2,0,0,0,0,41,1,0,0,0,5,0,0,0,0,0,0,"Thranduîn","Mage","Fire",19069.659002182,137039,137.039,1693762754448,1693762174642,"Lord Jaraxxus",141,"200-500",50846463,"Everlook"
"823","XzVTNq8v4MwCb1dy",21,9,"Faction Champions",174,2,2,0,0,3,0,151,0,2,0,0,6,0,0,0,0,0,0,"Smexim","Mage","Fire",15240.083793064,168033,168.033,1692813410631,1692809955707,"Faction Champions",174,"200-500",73750520,"Gehennas"
"824","Y38fZ1m9gLRCHnqF",28,22,"Anub'arak",188,2,0,0,0,2,0,50,1,2,0,0,5,0,0,0,0,0,0,"玩命啊","Mage","Fire",13615.156915011,135806,135.806,1692628852681,1692616833767,"Anub'arak",188,"200-500",2090139,"阿拉希盆地"
"825","Y38fZ1m9gLRCHnqF",28,27,"Anub'arak",182,2,0,0,0,3,0,41,0,0,0,0,6,0,0,0,0,0,0,"易飞聪天","Mage","Fire",13661.576071749,135806,135.806,1692628852681,1692616833767,"Anub'arak",182,"200-500",5378397,"阿拉希盆地"
"826","Y6PHBVDnwKbWCcha",6,22,"Twin Val'kyr",204,2,0,0,0,0,0,46,3,0,0,0,6,0,0,0,6,0,0,"Sonnez","Mage","Fire",19034.241856922,123387,123.387,1692813988318,1692812810927,"Twin Val'kyr",204,"200-500",81915983,"Gehennas"
"827","Y8PtJvwdjBAhWpm2",2,5,"The Northrend Beasts",199,4,0,0,2,1,0,0,0,2,0,2,4,0,0,0,4,0,0,"Youngniko","Mage","Arcane",12384.377122674,209689,209.689,1694090585980,1694089766450,"The Northrend Beasts",199,"200-500",1581987,"伊弗斯"
"828","Y8PtJvwdjBAhWpm2",4,2,"Lord Jaraxxus",98,2,0,2,0,1,0,28,2,0,0,0,5,0,0,5,0,0,1,"大丹尼","Mage","Fire",19293.316284798,106363,106.363,1694091506329,1694089766450,"Lord Jaraxxus",98,"Top-100",4294334,"伊弗斯"
"829","YDZyWCz2VLQMGP4n",5,32,"Faction Champions",241,2,2,0,0,0,0,137,1,0,0,0,5,0,0,0,0,5,1,"Netex","Mage","Fire",14910.113199554,160513,160.513,1693194325338,1693188310342,"Faction Champions",241,"200-500",84397639,"Faerlina"
"830","YJxjzL3NqnAfQMFw",45,24,"Anub'arak",234,2,0,0,0,0,1,41,0,2,0,0,5,0,0,5,5,0,0,"洞若觀火","Mage","Fire",13412.987501882,132820,132.82,1693067328755,1693054952344,"Anub'arak",234,"200-500",2482378,"伊弗斯"
"831","YKtaW6ZFrXqc3AzM",2,8,"The Northrend Beasts",292,4,6,0,8,2,0,0,0,2,0,2,8,0,0,0,0,0,0,"Ídba","Mage","Arcane",12222.147648277,271559,271.559,1694021442933,1694021242268,"The Northrend Beasts",292,"200-500",71204360,"Gehennas"
"832","YL9TFnhHpk2m4Bfb",5,20,"Faction Champions",186,2,2,0,0,0,0,161,2,0,0,0,5,0,0,0,0,5,0,"Absoul","Mage","Fire",15183.081299793,151501,151.501,1694455867308,1694455153206,"Faction Champions",186,"200-500",81971641,"Gehennas"
"833","YLX39KAt1W64Dq2Q",6,11,"Twin Val'kyr",70,2,0,0,0,0,0,50,3,0,0,0,6,0,0,6,6,0,0,"Wits","Mage","Fire",19653.871137842,130853,130.853,1692151480977,1692150500624,"Twin Val'kyr",70,"Top-100",48537930,"Mankrik"
"834","YM23qRcZNthgzHkJ",39,24,"Anub'arak",9,2,4,0,0,0,0,53,3,2,0,0,7,0,0,0,7,0,0,"聖靈朧","Mage","Fire",15718.719088069,127378,127.378,1693230847058,1693223329513,"Anub'arak",9,"Top-100",3424898,"阿拉希盆地"
"835","YM23qRcZNthgzHkJ",41,253,"The Northrend Beasts",7,3,0,0,0,2,0,58,0,2,0,2,0,0,0,5,5,0,0,"峰火連城","Mage","Fire",13822.252681833,198188,198.188,1693233910734,1693223329513,"The Northrend Beasts",7,"Top-100",3417690,"阿拉希盆地"
"836","YM23qRcZNthgzHkJ",55,253,"Twin Val'kyr",41,2,0,0,0,2,0,41,0,0,0,0,0,0,0,5,0,0,0,"峰火連城","Mage","Fire",19974.29146331,93432,93.432,1693237273332,1693223329513,"Twin Val'kyr",41,"Top-100",3417690,"阿拉希盆地"
"837","YRAg9McGLzmC4Qvf",6,45,"Twin Val'kyr",167,2,0,0,2,2,0,0,2,0,0,0,2,0,0,2,2,0,1,"Ayplar","Mage","Arcane",19158.040606886,126284,126.284,1693786945470,1693784794617,"Twin Val'kyr",167,"200-500",80926767,"Faerlina"
"838","YRZDVAaf3C8qm9hx",3,27,"Lord Jaraxxus",146,2,0,0,0,1,0,36,2,0,0,0,0,0,0,5,0,0,1,"Feelxx","Mage","Fire",19024.656973817,127104,127.104,1690479688360,1690479253941,"Lord Jaraxxus",146,"200-500",58659935,"Gehennas"
"839","YT9akRpXx2dDVtBw",45,2,"Twin Val'kyr",51,2,0,0,0,0,0,38,3,0,0,0,6,0,0,0,0,0,0,"左耳进","Mage","Fire",19824.457835011,98079,98.079,1694188488953,1694177985485,"Twin Val'kyr",51,"Top-100",3824551,"阿拉希盆地"
"840","YT9akRpXx2dDVtBw",46,18,"Anub'arak",122,2,0,0,0,3,0,39,0,0,0,0,6,0,0,6,0,0,0,"丶秀才","Mage","Fire",13991.28214658,123769,123.769,1694188943920,1694177985485,"Anub'arak",122,"200-500",1989644,"阿拉希盆地"
"841","YVXfDJbQPdp8yrgj",6,33,"Twin Val'kyr",225,0,0,0,0,0,0,54,3,0,0,0,5,0,0,0,0,0,0,"Metasonix","Mage","Fire",18984.439172659,134890,134.89,1693445430244,1693444327179,"Twin Val'kyr",225,"200-500",57320581,"Benediction"
"842","YcT9datQfXWGHm1g",10,28,"Twin Val'kyr",123,2,0,0,0,2,0,37,1,0,0,0,4,0,0,0,4,0,0,"Yagochi","Mage","Fire",19341.698185372,94124,94.124,1694086987395,1694084189450,"Twin Val'kyr",123,"200-500",25906777,"로크홀라"
"843","YcT9datQfXWGHm1g",10,31,"Twin Val'kyr",201,2,0,0,0,0,0,39,4,0,0,0,7,0,0,0,7,0,0,"쏭사님","Mage","Fire",19044.420126641,94124,94.124,1694086987395,1694084189450,"Twin Val'kyr",201,"200-500",20770098,"로크홀라"
"844","Yj4bCf91wgJyhnd8",6,7,"Faction Champions",264,2,4,0,0,0,0,216,1,0,2,0,7,0,0,0,0,0,0,"Ninzebtw","Mage","Fire",14806.192270427,232225,232.225,1694102912894,1694101508510,"Faction Champions",264,"200-500",62860614,"Gehennas"
"845","YkcbmvN2zJDtfPBa",17,2,"Lord Jaraxxus",206,2,0,2,0,3,0,34,0,0,0,0,6,0,0,0,6,0,0,"阿芙佳朵","Mage","Fire",18654.311510765,109428,109.428,1691673367539,1691667594137,"Lord Jaraxxus",206,"200-500",2099456,"阿拉希盆地"
"846","YkcbmvN2zJDtfPBa",31,24,"Twin Val'kyr",74,2,0,0,0,1,0,32,2,0,0,0,5,0,0,5,5,0,0,"笨比小蓝","Mage","Fire",19619.387083459,89637,89.637,1691677416656,1691667594137,"Twin Val'kyr",74,"Top-100",2415815,"阿拉希盆地"
"847","YkcbmvN2zJDtfPBa",41,21,"Anub'arak",240,2,0,0,0,1,0,58,2,2,0,0,5,0,0,0,5,0,0,"背打","Mage","Fire",13363.441166976,133199,133.199,1691683535740,1691667594137,"Anub'arak",240,"200-500",4150694,"阿拉希盆地"
"848","YnjV8Z4RhXDq73mB",14,14,"Twin Val'kyr",121,2,0,0,0,3,0,39,0,0,0,0,6,0,0,0,6,0,0,"好姐姐给灌注","Mage","Fire",19347.351234676,108409,108.409,1692449115159,1692444472537,"Twin Val'kyr",121,"200-500",4768115,"阿拉希盆地"
"849","YpFGvk2fT6CZJbqX",5,23,"Faction Champions",152,2,0,0,0,0,0,184,0,0,0,0,5,0,0,0,0,0,1,"Jarvisdotgif","Mage","Fire",15365.851244097,171731,171.731,1692329991517,1692329367379,"Faction Champions",152,"200-500",61693971,"Whitemane"
"850","YpW6ftZqCmvaH9rn",2,36,"The Northrend Beasts",114,4,0,2,0,0,1,95,2,2,2,2,7,0,0,7,0,7,1,"Csdlp","Mage","Fire",12603.372017665,324157,324.157,1694441189990,1694440372465,"The Northrend Beasts",114,"200-500",5778522,"伊弗斯"
"851","YwaHVkmn8L47qtDW",3,27,"Lord Jaraxxus",238,2,2,0,0,1,0,40,2,0,0,0,0,0,0,0,0,0,1,"Júon","Mage","Fire",18548.47774839,139136,139.136,1693846809626,1693845106590,"Lord Jaraxxus",238,"200-500",81956003,"Gehennas"
"852","YyvW38rpz7BRnxKN",33,1285,"Anub'arak",223,2,0,0,0,3,0,50,0,0,0,0,6,0,0,0,6,0,0,"阳气挑灯","Mage","Fire",13481.940220473,135799,135.799,1694183349242,1694085507823,"Anub'arak",223,"200-500",2055735,"伊弗斯"
"853","YyvW38rpz7BRnxKN",33,1303,"Anub'arak",99,2,0,0,0,3,0,50,0,0,0,0,6,0,0,6,0,6,0,"夢有梦伴","Mage","Fire",14149.367815669,135799,135.799,1694183349242,1694085507823,"Anub'arak",99,"Top-100",6511307,"伊弗斯"
"854","Z16g3VAqmKkry827",6,10,"Faction Champions",172,0,0,0,0,0,0,135,2,0,0,0,5,0,0,5,0,0,0,"Bowlofmilk","Mage","Fire",15246.1495768,151347,151.347,1691428558748,1691427075617,"Faction Champions",172,"200-500",84751591,"Gehennas"
"855","Z16g3VAqmKkry827",6,13,"Faction Champions",115,0,0,0,0,0,0,170,2,0,0,0,5,0,0,0,0,5,0,"Oxxy","Mage","Fire",15601.762836396,151347,151.347,1691428558748,1691427075617,"Faction Champions",115,"200-500",17394363,"Gehennas"
"856","Z7dyMhX6zTJ1kbNx",15,331,"Faction Champions",228,0,2,0,0,0,0,190,2,0,0,0,5,0,0,0,0,5,0,"Neoxus","Mage","Fire",14992.653641439,184309,184.309,1694546198437,1694538991365,"Faction Champions",228,"200-500",61104638,"Lakeshire"
"857","Z8B4JNAFzhMtR9KP",3,13,"Lord Jaraxxus",99,2,2,2,2,0,0,28,3,0,0,0,6,0,0,6,0,0,1,"Chickenball","Mage","Fire",19291.371379898,117400,117.4,1693961676456,1693961263311,"Lord Jaraxxus",99,"Top-100",58748274,"Faerlina"
"858","Z8k2nBmd9GFcMhb4",5,4,"Faction Champions",247,2,4,0,0,0,0,167,2,0,2,0,7,0,0,0,0,0,0,"Ekkah","Mage","Fire",14875.108372069,191470,191.47,1693250601435,1693249454715,"Faction Champions",247,"200-500",81990736,"Gehennas"
"859","Z9GkrwFdcQjBzbxt",5,17,"Faction Champions",125,2,0,0,0,0,0,135,2,2,2,0,5,0,0,5,0,0,0,"Swegx","Mage","Fire",15541.631726291,155026,155.026,1692159838773,1692159191183,"Faction Champions",125,"200-500",62118709,"Whitemane"
"860","ZA3RB4f8vGrYacPJ",12,3,"The Northrend Beasts",163,2,0,0,0,2,1,54,0,2,0,2,4,0,0,4,4,0,0,"爍珂","Mage","Fire",12475.803229884,208752,208.752,1694327292728,1694324227911,"The Northrend Beasts",163,"200-500",4289722,"逐風者"
"861","ZBR3dDL2TcFWrYVg",6,20,"Twin Val'kyr",105,2,2,0,0,3,0,51,0,0,0,0,6,0,0,6,6,0,1,"Spellss","Mage","Fire",19429.545136241,128522,128.522,1694110929988,1694109129430,"Twin Val'kyr",105,"200-500",81899715,"Gehennas"
"862","ZGwQcnqbkhBHWNTg",24,12,"Lord Jaraxxus",250,0,0,2,0,0,0,35,3,0,0,0,6,0,0,6,0,0,1,"Adiabaticx","Mage","Fire",18500.72086149,124157,124.157,1692752372598,1692747619688,"Lord Jaraxxus",250,"200-500",65308560,"Benediction"
"863","ZJy4NX2aBpDCdjvT",5,11,"Faction Champions",77,2,2,0,0,2,0,153,0,0,0,0,5,0,0,5,0,0,0,"Tomson","Mage","Fire",15960.965034693,154067,154.067,1690480390937,1690479784970,"Faction Champions",77,"Top-100",78638797,"Gehennas"
